County,State,HealthCareCosts_PerCapita_LowerBound($),HealthCareCosts_PerCapita_UpperBound($),HealthCareCosts_PerCapita_AverageBound($)
Aleutians East,AK,21533.00,36976.00,29255.00
Aleutians West,AK,5293.00,17395.00,11344.00
Anchorage,AK,5293.00,17395.00,11344.00
Bethel,AK,21533.00,36976.00,29255.00
Bristol Bay,AK,5293.00,17395.00,11344.00
Denali,AK,5293.00,17395.00,11344.00
Dillingham,AK,21533.00,36976.00,29255.00
Fairbanks North Star,AK,5293.00,17395.00,11344.00
Haines,AK,21533.00,36976.00,29255.00
Hoonah-Angoon,AK,21533.00,36976.00,29255.00
Juneau,AK,5293.00,17395.00,11344.00
Kenai Peninsula,AK,17395.00,18752.00,18074.00
Ketchikan Gateway,AK,21533.00,36976.00,29255.00
Kodiak Island,AK,17395.00,18752.00,18074.00
Lake and Peninsula,AK,21533.00,36976.00,29255.00
Matanuska-Susitna,AK,5293.00,17395.00,11344.00
Nome,AK,21533.00,36976.00,29255.00
North Slope,AK,21533.00,36976.00,29255.00
Northwest Arctic,AK,18752.00,20004.00,19378.00
Petersburg,AK,20004.00,21533.00,20769.00
Prince of Wales-Hyder,AK,21533.00,36976.00,29255.00
Sitka,AK,21533.00,36976.00,29255.00
Skagway,AK,21533.00,36976.00,29255.00
Southeast Fairbanks,AK,5293.00,17395.00,11344.00
Valdez-Cordova,AK,20004.00,21533.00,20769.00
Kusilvak,AK,20004.00,21533.00,20769.00
Wrangell,AK,21533.00,36976.00,29255.00
Yakutat,AK,5293.00,17395.00,11344.00
Yukon-Koyukuk,AK,5293.00,17395.00,11344.00
Alameda,CA,20004.00,21533.00,20769.00
Amador,CA,5293.00,17395.00,11344.00
Butte,CA,20004.00,21533.00,20769.00
Calaveras,CA,17395.00,18752.00,18074.00
Colusa,CA,17395.00,18752.00,18074.00
Contra Costa,CA,18752.00,20004.00,19378.00
Del Norte,CA,5293.00,17395.00,11344.00
El Dorado,CA,5293.00,17395.00,11344.00
Glenn,CA,18752.00,20004.00,19378.00
Humboldt,CA,5293.00,17395.00,11344.00
Kings,CA,5293.00,17395.00,11344.00
Lake,CA,21533.00,36976.00,29255.00
Lassen,CA,17395.00,18752.00,18074.00
Marin,CA,5293.00,17395.00,11344.00
Mariposa,CA,5293.00,17395.00,11344.00
Mendocino,CA,18752.00,20004.00,19378.00
Merced,CA,17395.00,18752.00,18074.00
Modoc,CA,5293.00,17395.00,11344.00
Monterey,CA,17395.00,18752.00,18074.00
Napa,CA,5293.00,17395.00,11344.00
Nevada,CA,5293.00,17395.00,11344.00
Placer,CA,5293.00,17395.00,11344.00
Plumas,CA,17395.00,18752.00,18074.00
Sacramento,CA,18752.00,20004.00,19378.00
San Benito,CA,17395.00,18752.00,18074.00
San Francisco,CA,18752.00,20004.00,19378.00
San Joaquin,CA,17395.00,18752.00,18074.00
San Luis Obispo,CA,5293.00,17395.00,11344.00
San Mateo,CA,5293.00,17395.00,11344.00
Santa Barbara,CA,5293.00,17395.00,11344.00
Santa Clara,CA,17395.00,18752.00,18074.00
Santa Cruz,CA,5293.00,17395.00,11344.00
Shasta,CA,17395.00,18752.00,18074.00
Sierra,CA,17395.00,18752.00,18074.00
Siskiyou,CA,5293.00,17395.00,11344.00
Solano,CA,20004.00,21533.00,20769.00
Sonoma,CA,5293.00,17395.00,11344.00
Stanislaus,CA,17395.00,18752.00,18074.00
Sutter,CA,5293.00,17395.00,11344.00
Tehama,CA,5293.00,17395.00,11344.00
Trinity,CA,17395.00,18752.00,18074.00
Tuolumne,CA,17395.00,18752.00,18074.00
Yolo,CA,5293.00,17395.00,11344.00
Yuba,CA,17395.00,18752.00,18074.00
Hawaii,HI,5293.00,17395.00,11344.00
Honolulu,HI,5293.00,17395.00,11344.00
Kalawao,HI,,,#DIV/0!
Kauai,HI,5293.00,17395.00,11344.00
Maui,HI,5293.00,17395.00,11344.00
Benton,OR,5293.00,17395.00,11344.00
Clackamas,OR,17395.00,18752.00,18074.00
Clatsop,OR,20004.00,21533.00,20769.00
Columbia,OR,5293.00,17395.00,11344.00
Coos,OR,5293.00,17395.00,11344.00
Crook,OR,5293.00,17395.00,11344.00
Curry,OR,5293.00,17395.00,11344.00
Deschutes,OR,5293.00,17395.00,11344.00
Douglas,OR,5293.00,17395.00,11344.00
Gilliam,OR,5293.00,17395.00,11344.00
Hood River,OR,5293.00,17395.00,11344.00
Jackson,OR,5293.00,17395.00,11344.00
Jefferson,OR,5293.00,17395.00,11344.00
Josephine,OR,5293.00,17395.00,11344.00
Klamath,OR,5293.00,17395.00,11344.00
Lake,OR,5293.00,17395.00,11344.00
Lane,OR,5293.00,17395.00,11344.00
Lincoln,OR,5293.00,17395.00,11344.00
Linn,OR,17395.00,18752.00,18074.00
Marion,OR,5293.00,17395.00,11344.00
Multnomah,OR,18752.00,20004.00,19378.00
Polk,OR,5293.00,17395.00,11344.00
Sherman,OR,18752.00,20004.00,19378.00
Tillamook,OR,18752.00,20004.00,19378.00
Wasco,OR,5293.00,17395.00,11344.00
Washington,OR,17395.00,18752.00,18074.00
Wheeler,OR,5293.00,17395.00,11344.00
Yamhill,OR,5293.00,17395.00,11344.00
Chelan,WA,5293.00,17395.00,11344.00
Clallam,WA,5293.00,17395.00,11344.00
Clark,WA,17395.00,18752.00,18074.00
Cowlitz,WA,17395.00,18752.00,18074.00
Grays Harbor,WA,17395.00,18752.00,18074.00
Island,WA,5293.00,17395.00,11344.00
Jefferson,WA,5293.00,17395.00,11344.00
King,WA,17395.00,18752.00,18074.00
Kitsap,WA,5293.00,17395.00,11344.00
Kittitas,WA,5293.00,17395.00,11344.00
Klickitat,WA,18752.00,20004.00,19378.00
Lewis,WA,17395.00,18752.00,18074.00
Mason,WA,5293.00,17395.00,11344.00
Okanogan,WA,18752.00,20004.00,19378.00
Pacific,WA,18752.00,20004.00,19378.00
Pierce,WA,17395.00,18752.00,18074.00
San Juan,WA,17395.00,18752.00,18074.00
Skagit,WA,17395.00,18752.00,18074.00
Skamania,WA,17395.00,18752.00,18074.00
Snohomish,WA,17395.00,18752.00,18074.00
Thurston,WA,5293.00,17395.00,11344.00
Wahkiakum,WA,5293.00,17395.00,11344.00
Whatcom,WA,5293.00,17395.00,11344.00
Yakima,WA,17395.00,18752.00,18074.00
Apache,AZ,21533.00,36976.00,29255.00
Cochise,AZ,17395.00,18752.00,18074.00
Coconino,AZ,17395.00,18752.00,18074.00
Gila,AZ,20004.00,21533.00,20769.00
Graham,AZ,5293.00,17395.00,11344.00
Greenlee,AZ,18752.00,20004.00,19378.00
La Paz,AZ,18752.00,20004.00,19378.00
Maricopa,AZ,18752.00,20004.00,19378.00
Mohave,AZ,17395.00,18752.00,18074.00
Navajo,AZ,18752.00,20004.00,19378.00
Pima,AZ,5293.00,17395.00,11344.00
Pinal,AZ,18752.00,20004.00,19378.00
Santa Cruz,AZ,5293.00,17395.00,11344.00
Yavapai,AZ,5293.00,17395.00,11344.00
Yuma,AZ,18752.00,20004.00,19378.00
Alpine,CA,5293.00,17395.00,11344.00
Fresno,CA,17395.00,18752.00,18074.00
Imperial,CA,21533.00,36976.00,29255.00
Inyo,CA,21533.00,36976.00,29255.00
Kern,CA,18752.00,20004.00,19378.00
Los Angeles,CA,21533.00,36976.00,29255.00
Madera,CA,5293.00,17395.00,11344.00
Mono,CA,5293.00,17395.00,11344.00
Orange,CA,20004.00,21533.00,20769.00
Riverside,CA,20004.00,21533.00,20769.00
San Bernardino,CA,21533.00,36976.00,29255.00
San Diego,CA,20004.00,21533.00,20769.00
Tulare,CA,5293.00,17395.00,11344.00
Ventura,CA,18752.00,20004.00,19378.00
Archuleta,CO,5293.00,17395.00,11344.00
Delta,CO,5293.00,17395.00,11344.00
Dolores,CO,5293.00,17395.00,11344.00
Garfield,CO,17395.00,18752.00,18074.00
Gunnison,CO,18752.00,20004.00,19378.00
Hinsdale,CO,5293.00,17395.00,11344.00
La Plata,CO,5293.00,17395.00,11344.00
Mesa,CO,5293.00,17395.00,11344.00
Mineral,CO,5293.00,17395.00,11344.00
Moffat,CO,21533.00,36976.00,29255.00
Montezuma,CO,5293.00,17395.00,11344.00
Montrose,CO,5293.00,17395.00,11344.00
Ouray,CO,5293.00,17395.00,11344.00
Pitkin,CO,17395.00,18752.00,18074.00
Rio Blanco,CO,21533.00,36976.00,29255.00
Routt,CO,5293.00,17395.00,11344.00
San Juan,CO,5293.00,17395.00,11344.00
San Miguel,CO,5293.00,17395.00,11344.00
Ada,ID,17395.00,18752.00,18074.00
Bannock,ID,20004.00,21533.00,20769.00
Bear Lake,ID,18752.00,20004.00,19378.00
Bingham,ID,21533.00,36976.00,29255.00
Blaine,ID,5293.00,17395.00,11344.00
Boise,ID,5293.00,17395.00,11344.00
Bonneville,ID,18752.00,20004.00,19378.00
Butte,ID,21533.00,36976.00,29255.00
Camas,ID,18752.00,20004.00,19378.00
Canyon,ID,18752.00,20004.00,19378.00
Caribou,ID,21533.00,36976.00,29255.00
Cassia,ID,5293.00,17395.00,11344.00
Clark,ID,5293.00,17395.00,11344.00
Custer,ID,17395.00,18752.00,18074.00
Elmore,ID,18752.00,20004.00,19378.00
Franklin,ID,5293.00,17395.00,11344.00
Fremont,ID,5293.00,17395.00,11344.00
Gem,ID,5293.00,17395.00,11344.00
Gooding,ID,21533.00,36976.00,29255.00
Jefferson,ID,5293.00,17395.00,11344.00
Jerome,ID,18752.00,20004.00,19378.00
Lincoln,ID,5293.00,17395.00,11344.00
Madison,ID,5293.00,17395.00,11344.00
Minidoka,ID,20004.00,21533.00,20769.00
Oneida,ID,18752.00,20004.00,19378.00
Owyhee,ID,5293.00,17395.00,11344.00
Payette,ID,5293.00,17395.00,11344.00
Power,ID,5293.00,17395.00,11344.00
Teton,ID,17395.00,18752.00,18074.00
Twin Falls,ID,20004.00,21533.00,20769.00
Washington,ID,17395.00,18752.00,18074.00
Churchill,NV,17395.00,18752.00,18074.00
Clark,NV,21533.00,36976.00,29255.00
Douglas,NV,18752.00,20004.00,19378.00
Elko,NV,5293.00,17395.00,11344.00
Esmeralda,NV,21533.00,36976.00,29255.00
Eureka,NV,21533.00,36976.00,29255.00
Humboldt,NV,20004.00,21533.00,20769.00
Lander,NV,5293.00,17395.00,11344.00
Lincoln,NV,5293.00,17395.00,11344.00
Lyon,NV,17395.00,18752.00,18074.00
Mineral,NV,21533.00,36976.00,29255.00
Nye,NV,20004.00,21533.00,20769.00
Pershing,NV,21533.00,36976.00,29255.00
Storey,NV,5293.00,17395.00,11344.00
Washoe,NV,17395.00,18752.00,18074.00
White Pine,NV,20004.00,21533.00,20769.00
Carson City,NV,17395.00,18752.00,18074.00
Catron,NM,17395.00,18752.00,18074.00
Cibola,NM,17395.00,18752.00,18074.00
Do̱a Ana,NM,18752.00,20004.00,19378.00
Grant,NM,5293.00,17395.00,11344.00
Hidalgo,NM,18752.00,20004.00,19378.00
Luna,NM,20004.00,21533.00,20769.00
McKinley,NM,20004.00,21533.00,20769.00
Sandoval,NM,5293.00,17395.00,11344.00
San Juan,NM,17395.00,18752.00,18074.00
Sierra,NM,18752.00,20004.00,19378.00
Socorro,NM,5293.00,17395.00,11344.00
Valencia,NM,5293.00,17395.00,11344.00
Grant,OR,18752.00,20004.00,19378.00
Harney,OR,5293.00,17395.00,11344.00
Malheur,OR,17395.00,18752.00,18074.00
Beaver,UT,20004.00,21533.00,20769.00
Box Elder,UT,5293.00,17395.00,11344.00
Cache,UT,18752.00,20004.00,19378.00
Carbon,UT,17395.00,18752.00,18074.00
Daggett,UT,5293.00,17395.00,11344.00
Davis,UT,17395.00,18752.00,18074.00
Duchesne,UT,5293.00,17395.00,11344.00
Emery,UT,5293.00,17395.00,11344.00
Garfield,UT,21533.00,36976.00,29255.00
Grand,UT,18752.00,20004.00,19378.00
Iron,UT,5293.00,17395.00,11344.00
Juab,UT,21533.00,36976.00,29255.00
Kane,UT,5293.00,17395.00,11344.00
Millard,UT,17395.00,18752.00,18074.00
Morgan,UT,17395.00,18752.00,18074.00
Piute,UT,18752.00,20004.00,19378.00
Rich,UT,18752.00,20004.00,19378.00
Salt Lake,UT,17395.00,18752.00,18074.00
San Juan,UT,21533.00,36976.00,29255.00
Sanpete,UT,5293.00,17395.00,11344.00
Sevier,UT,5293.00,17395.00,11344.00
Summit,UT,5293.00,17395.00,11344.00
Tooele,UT,20004.00,21533.00,20769.00
Uintah,UT,17395.00,18752.00,18074.00
Utah,UT,17395.00,18752.00,18074.00
Wasatch,UT,5293.00,17395.00,11344.00
Washington,UT,5293.00,17395.00,11344.00
Wayne,UT,5293.00,17395.00,11344.00
Weber,UT,17395.00,18752.00,18074.00
Big Horn,WY,18752.00,20004.00,19378.00
Carbon,WY,18752.00,20004.00,19378.00
Fremont,WY,17395.00,18752.00,18074.00
Hot Springs,WY,18752.00,20004.00,19378.00
Lincoln,WY,17395.00,18752.00,18074.00
Natrona,WY,17395.00,18752.00,18074.00
Park,WY,18752.00,20004.00,19378.00
Sublette,WY,5293.00,17395.00,11344.00
Sweetwater,WY,18752.00,20004.00,19378.00
Teton,WY,5293.00,17395.00,11344.00
Uinta,WY,5293.00,17395.00,11344.00
Washakie,WY,21533.00,36976.00,29255.00
De Soto,LA,21533.00,36976.00,29255.00
Anderson,TX,21533.00,36976.00,29255.00
Angelina,TX,20004.00,21533.00,20769.00
Aransas,TX,18752.00,20004.00,19378.00
Atascosa,TX,20004.00,21533.00,20769.00
Austin,TX,20004.00,21533.00,20769.00
Bandera,TX,5293.00,17395.00,11344.00
Bastrop,TX,20004.00,21533.00,20769.00
Bee,TX,21533.00,36976.00,29255.00
Bell,TX,20004.00,21533.00,20769.00
Bexar,TX,20004.00,21533.00,20769.00
Blanco,TX,5293.00,17395.00,11344.00
Bosque,TX,17395.00,18752.00,18074.00
Brazoria,TX,21533.00,36976.00,29255.00
Brazos,TX,20004.00,21533.00,20769.00
Brewster,TX,18752.00,20004.00,19378.00
Brooks,TX,21533.00,36976.00,29255.00
Brown,TX,21533.00,36976.00,29255.00
Burleson,TX,21533.00,36976.00,29255.00
Burnet,TX,20004.00,21533.00,20769.00
Caldwell,TX,21533.00,36976.00,29255.00
Calhoun,TX,21533.00,36976.00,29255.00
Cameron,TX,21533.00,36976.00,29255.00
Chambers,TX,21533.00,36976.00,29255.00
Cherokee,TX,21533.00,36976.00,29255.00
Coke,TX,18752.00,20004.00,19378.00
Coleman,TX,21533.00,36976.00,29255.00
Colorado,TX,21533.00,36976.00,29255.00
Comal,TX,17395.00,18752.00,18074.00
Comanche,TX,21533.00,36976.00,29255.00
Concho,TX,20004.00,21533.00,20769.00
Coryell,TX,21533.00,36976.00,29255.00
Crane,TX,21533.00,36976.00,29255.00
Crockett,TX,21533.00,36976.00,29255.00
Culberson,TX,21533.00,36976.00,29255.00
DeWitt,TX,20004.00,21533.00,20769.00
Dimmit,TX,21533.00,36976.00,29255.00
Duval,TX,21533.00,36976.00,29255.00
Ector,TX,20004.00,21533.00,20769.00
Edwards,TX,18752.00,20004.00,19378.00
El Paso,TX,21533.00,36976.00,29255.00
Falls,TX,21533.00,36976.00,29255.00
Fayette,TX,18752.00,20004.00,19378.00
Fort Bend,TX,21533.00,36976.00,29255.00
Freestone,TX,21533.00,36976.00,29255.00
Frio,TX,21533.00,36976.00,29255.00
Galveston,TX,21533.00,36976.00,29255.00
Gillespie,TX,5293.00,17395.00,11344.00
Glasscock,TX,20004.00,21533.00,20769.00
Goliad,TX,21533.00,36976.00,29255.00
Gonzales,TX,20004.00,21533.00,20769.00
Grimes,TX,21533.00,36976.00,29255.00
Guadalupe,TX,20004.00,21533.00,20769.00
Hamilton,TX,18752.00,20004.00,19378.00
Hardin,TX,18752.00,20004.00,19378.00
Harris,TX,21533.00,36976.00,29255.00
Hays,TX,18752.00,20004.00,19378.00
Hidalgo,TX,21533.00,36976.00,29255.00
Hill,TX,20004.00,21533.00,20769.00
Houston,TX,20004.00,21533.00,20769.00
Hudspeth,TX,18752.00,20004.00,19378.00
Irion,TX,18752.00,20004.00,19378.00
Jackson,TX,21533.00,36976.00,29255.00
Jasper,TX,20004.00,21533.00,20769.00
Jeff Davis,TX,5293.00,17395.00,11344.00
Jefferson,TX,21533.00,36976.00,29255.00
Jim Hogg,TX,21533.00,36976.00,29255.00
Jim Wells,TX,21533.00,36976.00,29255.00
Karnes,TX,21533.00,36976.00,29255.00
Kendall,TX,5293.00,17395.00,11344.00
Kenedy,TX,,,#DIV/0!
Kerr,TX,18752.00,20004.00,19378.00
Kimble,TX,21533.00,36976.00,29255.00
Kinney,TX,18752.00,20004.00,19378.00
Kleberg,TX,21533.00,36976.00,29255.00
Lampasas,TX,20004.00,21533.00,20769.00
La Salle,TX,21533.00,36976.00,29255.00
Lavaca,TX,21533.00,36976.00,29255.00
Lee,TX,20004.00,21533.00,20769.00
Leon,TX,20004.00,21533.00,20769.00
Liberty,TX,21533.00,36976.00,29255.00
Limestone,TX,21533.00,36976.00,29255.00
Live Oak,TX,21533.00,36976.00,29255.00
Llano,TX,18752.00,20004.00,19378.00
Loving,TX,,,#DIV/0!
McCulloch,TX,21533.00,36976.00,29255.00
McLennan,TX,20004.00,21533.00,20769.00
McMullen,TX,5293.00,17395.00,11344.00
Madison,TX,21533.00,36976.00,29255.00
Mason,TX,5293.00,17395.00,11344.00
Matagorda,TX,20004.00,21533.00,20769.00
Maverick,TX,21533.00,36976.00,29255.00
Medina,TX,20004.00,21533.00,20769.00
Menard,TX,17395.00,18752.00,18074.00
Midland,TX,17395.00,18752.00,18074.00
Milam,TX,21533.00,36976.00,29255.00
Mills,TX,21533.00,36976.00,29255.00
Montgomery,TX,21533.00,36976.00,29255.00
Nacogdoches,TX,21533.00,36976.00,29255.00
Navarro,TX,21533.00,36976.00,29255.00
Newton,TX,21533.00,36976.00,29255.00
Nueces,TX,21533.00,36976.00,29255.00
Orange,TX,20004.00,21533.00,20769.00
Pecos,TX,21533.00,36976.00,29255.00
Polk,TX,20004.00,21533.00,20769.00
Presidio,TX,20004.00,21533.00,20769.00
Reagan,TX,21533.00,36976.00,29255.00
Real,TX,21533.00,36976.00,29255.00
Reeves,TX,20004.00,21533.00,20769.00
Refugio,TX,21533.00,36976.00,29255.00
Robertson,TX,21533.00,36976.00,29255.00
Runnels,TX,21533.00,36976.00,29255.00
Sabine,TX,20004.00,21533.00,20769.00
San Augustine,TX,21533.00,36976.00,29255.00
San Jacinto,TX,21533.00,36976.00,29255.00
San Patricio,TX,21533.00,36976.00,29255.00
San Saba,TX,21533.00,36976.00,29255.00
Schleicher,TX,21533.00,36976.00,29255.00
Shelby,TX,20004.00,21533.00,20769.00
Starr,TX,21533.00,36976.00,29255.00
Sterling,TX,5293.00,17395.00,11344.00
Sutton,TX,17395.00,18752.00,18074.00
Terrell,TX,5293.00,17395.00,11344.00
Tom Green,TX,20004.00,21533.00,20769.00
Travis,TX,18752.00,20004.00,19378.00
Trinity,TX,21533.00,36976.00,29255.00
Tyler,TX,20004.00,21533.00,20769.00
Upton,TX,21533.00,36976.00,29255.00
Uvalde,TX,21533.00,36976.00,29255.00
Val Verde,TX,20004.00,21533.00,20769.00
Victoria,TX,21533.00,36976.00,29255.00
Walker,TX,21533.00,36976.00,29255.00
Waller,TX,21533.00,36976.00,29255.00
Ward,TX,20004.00,21533.00,20769.00
Washington,TX,20004.00,21533.00,20769.00
Webb,TX,21533.00,36976.00,29255.00
Wharton,TX,21533.00,36976.00,29255.00
Willacy,TX,18752.00,20004.00,19378.00
Williamson,TX,18752.00,20004.00,19378.00
Wilson,TX,17395.00,18752.00,18074.00
Winkler,TX,21533.00,36976.00,29255.00
Zapata,TX,20004.00,21533.00,20769.00
Zavala,TX,21533.00,36976.00,29255.00
Benton,AR,5293.00,17395.00,11344.00
Crawford,AR,20004.00,21533.00,20769.00
Franklin,AR,18752.00,20004.00,19378.00
Hempstead,AR,18752.00,20004.00,19378.00
Howard,AR,21533.00,36976.00,29255.00
Little River,AR,21533.00,36976.00,29255.00
Logan,AR,21533.00,36976.00,29255.00
Madison,AR,17395.00,18752.00,18074.00
Miller,AR,20004.00,21533.00,20769.00
Polk,AR,17395.00,18752.00,18074.00
Scott,AR,17395.00,18752.00,18074.00
Sebastian,AR,20004.00,21533.00,20769.00
Sevier,AR,20004.00,21533.00,20769.00
Washington,AR,18752.00,20004.00,19378.00
Adams,CO,20004.00,21533.00,20769.00
Alamosa,CO,18752.00,20004.00,19378.00
Arapahoe,CO,20004.00,21533.00,20769.00
Baca,CO,21533.00,36976.00,29255.00
Bent,CO,17395.00,18752.00,18074.00
Boulder,CO,5293.00,17395.00,11344.00
Broomfield,CO,17395.00,18752.00,18074.00
Chaffee,CO,17395.00,18752.00,18074.00
Cheyenne,CO,5293.00,17395.00,11344.00
Clear Creek,CO,20004.00,21533.00,20769.00
Conejos,CO,21533.00,36976.00,29255.00
Costilla,CO,5293.00,17395.00,11344.00
Crowley,CO,18752.00,20004.00,19378.00
Custer,CO,5293.00,17395.00,11344.00
Denver,CO,20004.00,21533.00,20769.00
Douglas,CO,17395.00,18752.00,18074.00
Eagle,CO,5293.00,17395.00,11344.00
Elbert,CO,17395.00,18752.00,18074.00
El Paso,CO,5293.00,17395.00,11344.00
Fremont,CO,5293.00,17395.00,11344.00
Gilpin,CO,17395.00,18752.00,18074.00
Grand,CO,5293.00,17395.00,11344.00
Huerfano,CO,5293.00,17395.00,11344.00
Jackson,CO,17395.00,18752.00,18074.00
Jefferson,CO,17395.00,18752.00,18074.00
Kiowa,CO,21533.00,36976.00,29255.00
Kit Carson,CO,21533.00,36976.00,29255.00
Lake,CO,21533.00,36976.00,29255.00
Larimer,CO,17395.00,18752.00,18074.00
Las Animas,CO,20004.00,21533.00,20769.00
Lincoln,CO,18752.00,20004.00,19378.00
Logan,CO,20004.00,21533.00,20769.00
Morgan,CO,20004.00,21533.00,20769.00
Otero,CO,18752.00,20004.00,19378.00
Park,CO,5293.00,17395.00,11344.00
Phillips,CO,21533.00,36976.00,29255.00
Prowers,CO,20004.00,21533.00,20769.00
Pueblo,CO,18752.00,20004.00,19378.00
Rio Grande,CO,18752.00,20004.00,19378.00
Saguache,CO,18752.00,20004.00,19378.00
Sedgwick,CO,21533.00,36976.00,29255.00
Summit,CO,5293.00,17395.00,11344.00
Teller,CO,5293.00,17395.00,11344.00
Washington,CO,5293.00,17395.00,11344.00
Weld,CO,18752.00,20004.00,19378.00
Yuma,CO,17395.00,18752.00,18074.00
Adair,IA,18752.00,20004.00,19378.00
Adams,IA,21533.00,36976.00,29255.00
Audubon,IA,18752.00,20004.00,19378.00
Boone,IA,17395.00,18752.00,18074.00
Buena Vista,IA,5293.00,17395.00,11344.00
Calhoun,IA,5293.00,17395.00,11344.00
Carroll,IA,5293.00,17395.00,11344.00
Cass,IA,20004.00,21533.00,20769.00
Cherokee,IA,17395.00,18752.00,18074.00
Clarke,IA,20004.00,21533.00,20769.00
Clay,IA,5293.00,17395.00,11344.00
Crawford,IA,17395.00,18752.00,18074.00
Dallas,IA,5293.00,17395.00,11344.00
Decatur,IA,5293.00,17395.00,11344.00
Dickinson,IA,5293.00,17395.00,11344.00
Emmet,IA,17395.00,18752.00,18074.00
Fremont,IA,21533.00,36976.00,29255.00
Greene,IA,17395.00,18752.00,18074.00
Guthrie,IA,5293.00,17395.00,11344.00
Hamilton,IA,5293.00,17395.00,11344.00
Hancock,IA,20004.00,21533.00,20769.00
Harrison,IA,20004.00,21533.00,20769.00
Humboldt,IA,17395.00,18752.00,18074.00
Ida,IA,20004.00,21533.00,20769.00
Kossuth,IA,17395.00,18752.00,18074.00
Lyon,IA,20004.00,21533.00,20769.00
Madison,IA,5293.00,17395.00,11344.00
Mills,IA,17395.00,18752.00,18074.00
Monona,IA,20004.00,21533.00,20769.00
Montgomery,IA,20004.00,21533.00,20769.00
O'Brien,IA,18752.00,20004.00,19378.00
Osceola,IA,5293.00,17395.00,11344.00
Page,IA,21533.00,36976.00,29255.00
Palo Alto,IA,17395.00,18752.00,18074.00
Plymouth,IA,5293.00,17395.00,11344.00
Pocahontas,IA,17395.00,18752.00,18074.00
Pottawattamie,IA,17395.00,18752.00,18074.00
Ringgold,IA,20004.00,21533.00,20769.00
Sac,IA,5293.00,17395.00,11344.00
Shelby,IA,18752.00,20004.00,19378.00
Sioux,IA,18752.00,20004.00,19378.00
Taylor,IA,20004.00,21533.00,20769.00
Union,IA,5293.00,17395.00,11344.00
Webster,IA,5293.00,17395.00,11344.00
Winnebago,IA,20004.00,21533.00,20769.00
Woodbury,IA,17395.00,18752.00,18074.00
Wright,IA,17395.00,18752.00,18074.00
Allen,KS,21533.00,36976.00,29255.00
Anderson,KS,20004.00,21533.00,20769.00
Atchison,KS,21533.00,36976.00,29255.00
Barber,KS,21533.00,36976.00,29255.00
Barton,KS,18752.00,20004.00,19378.00
Bourbon,KS,18752.00,20004.00,19378.00
Brown,KS,21533.00,36976.00,29255.00
Butler,KS,5293.00,17395.00,11344.00
Chase,KS,20004.00,21533.00,20769.00
Chautauqua,KS,17395.00,18752.00,18074.00
Cherokee,KS,21533.00,36976.00,29255.00
Cheyenne,KS,21533.00,36976.00,29255.00
Clark,KS,21533.00,36976.00,29255.00
Clay,KS,21533.00,36976.00,29255.00
Cloud,KS,5293.00,17395.00,11344.00
Coffey,KS,18752.00,20004.00,19378.00
Comanche,KS,21533.00,36976.00,29255.00
Cowley,KS,5293.00,17395.00,11344.00
Crawford,KS,18752.00,20004.00,19378.00
Decatur,KS,21533.00,36976.00,29255.00
Dickinson,KS,20004.00,21533.00,20769.00
Doniphan,KS,18752.00,20004.00,19378.00
Douglas,KS,5293.00,17395.00,11344.00
Edwards,KS,21533.00,36976.00,29255.00
Elk,KS,18752.00,20004.00,19378.00
Ellis,KS,18752.00,20004.00,19378.00
Ellsworth,KS,21533.00,36976.00,29255.00
Finney,KS,17395.00,18752.00,18074.00
Ford,KS,17395.00,18752.00,18074.00
Franklin,KS,18752.00,20004.00,19378.00
Geary,KS,17395.00,18752.00,18074.00
Gove,KS,21533.00,36976.00,29255.00
Graham,KS,21533.00,36976.00,29255.00
Grant,KS,5293.00,17395.00,11344.00
Gray,KS,5293.00,17395.00,11344.00
Greeley,KS,21533.00,36976.00,29255.00
Greenwood,KS,21533.00,36976.00,29255.00
Hamilton,KS,18752.00,20004.00,19378.00
Harper,KS,21533.00,36976.00,29255.00
Harvey,KS,5293.00,17395.00,11344.00
Haskell,KS,5293.00,17395.00,11344.00
Hodgeman,KS,20004.00,21533.00,20769.00
Jackson,KS,21533.00,36976.00,29255.00
Jefferson,KS,17395.00,18752.00,18074.00
Jewell,KS,21533.00,36976.00,29255.00
Johnson,KS,17395.00,18752.00,18074.00
Kearny,KS,20004.00,21533.00,20769.00
Kingman,KS,18752.00,20004.00,19378.00
Kiowa,KS,21533.00,36976.00,29255.00
Labette,KS,17395.00,18752.00,18074.00
Lane,KS,18752.00,20004.00,19378.00
Leavenworth,KS,20004.00,21533.00,20769.00
Lincoln,KS,21533.00,36976.00,29255.00
Linn,KS,17395.00,18752.00,18074.00
Logan,KS,21533.00,36976.00,29255.00
Lyon,KS,21533.00,36976.00,29255.00
McPherson,KS,5293.00,17395.00,11344.00
Marion,KS,17395.00,18752.00,18074.00
Marshall,KS,17395.00,18752.00,18074.00
Meade,KS,20004.00,21533.00,20769.00
Miami,KS,18752.00,20004.00,19378.00
Mitchell,KS,17395.00,18752.00,18074.00
Montgomery,KS,18752.00,20004.00,19378.00
Morris,KS,21533.00,36976.00,29255.00
Morton,KS,21533.00,36976.00,29255.00
Nemaha,KS,20004.00,21533.00,20769.00
Neosho,KS,21533.00,36976.00,29255.00
Ness,KS,5293.00,17395.00,11344.00
Norton,KS,5293.00,17395.00,11344.00
